anime_id,title,image_url,genre,aired_from_year,Vampire,Supernatural,Parody,Mystery,Game,Shounen Ai,Action,Dementia,Shounen,Harem,Shoujo,Seinen,Yaoi,Hentai,Military,Cars,School,Drama,Space,Comedy,Horror,Samurai,Adventure,Sci-Fi,Ecchi,Thriller,Shoujo Ai,NULL,Fantasy,Music,Martial Arts,Yuri,Sports,Historical,Slice of Life,Police,Mecha,Magic,Super Power,Demons,Josei,Kids,Romance,Psychological
6287,Akikan!: Kan Ippatsu!? Onsen Panic,https://myanimelist.cdn-dena.com/images/anime/10/17646.jpg,"Ecchi, Comedy",2009.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36765,Scary,https://myanimelist.cdn-dena.com/images/anime/9/88897.jpg,"Music, Sci-Fi",2004.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34834,Hina Logi: From Luck & Logic,https://myanimelist.cdn-dena.com/images/anime/11/86576.jpg,"Action, Comedy, Fantasy, School",2017.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37719,High School DxD Hero: Taiikukan-ura no Holy,https://myanimelist.cdn-dena.com/images/anime/1879/91882.jpg,"Action, Comedy, Demons, Ecchi, Harem, Romance, School",2018.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
10937,Mobile Suit Gundam: The Origin,https://myanimelist.cdn-dena.com/images/anime/4/72702.jpg,"Action, Military, Sci-Fi, Space, Mecha, Shounen",2015.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
427,Kaleido Star,https://myanimelist.cdn-dena.com/images/anime/3/75487.jpg,"Comedy, Sports, Drama, Fantasy, Shoujo",2003.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30279,Yuru Yuri San☆Hai!,https://myanimelist.cdn-dena.com/images/anime/7/76667.jpg,"Comedy, School, Shoujo Ai, Slice of Life",2015.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
445,Tales of Eternia The Animation,https://myanimelist.cdn-dena.com/images/anime/11/42089.jpg,"Adventure, Comedy, Romance, Fantasy",2001.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23367,Kitakubu Katsudou Kiroku: Miniature Theater,https://myanimelist.cdn-dena.com/images/anime/5/60367.jpg,"Comedy, School",2013.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4067,Shin Megami Tensei Devil Children,https://myanimelist.cdn-dena.com/images/anime/13/75416.jpg,"Action, Adventure, Demons, Fantasy, Game, Kids, Magic, Sci-Fi, Supernatural",2000.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
34349,Diamond no Ace: Second Season OVA,https://myanimelist.cdn-dena.com/images/anime/12/83218.jpg,"Comedy, Sports, School, Shounen",2016.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
568,Bubblegum Crisis Tokyo 2040,https://myanimelist.cdn-dena.com/images/anime/1699/92414.jpg,"Adventure, Mecha, Sci-Fi, Shounen",1998.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5022,Toushi Gordian,https://myanimelist.cdn-dena.com/images/anime/2/9780.jpg,"Action, Mecha, Sci-Fi",1979.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
37359,Kekkero Ke,https://myanimelist.cdn-dena.com/images/anime/1808/90693.jpg,Comedy,2018.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36902,Mahou Shoujo Ore,https://myanimelist.cdn-dena.com/images/anime/1439/91893.jpg,"Fantasy, Magic, Comedy",2018.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16918,Gin no Saji,https://myanimelist.cdn-dena.com/images/anime/6/49237.jpg,"Comedy, School, Shounen, Slice of Life",2013.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
33263,Kubikiri Cycle: Aoiro Savant to Zaregototsukai,https://myanimelist.cdn-dena.com/images/anime/12/81588.jpg,"Action, Mystery, Supernatural, Drama",2016.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31552,Durarara!!x2 Ten: Onoroke Chakapoko,https://myanimelist.cdn-dena.com/images/anime/3/76082.jpg,"Action, Mystery, Supernatural",2016.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31930,Koukaku no Pandora: Ghost Urn,https://myanimelist.cdn-dena.com/images/anime/7/76873.jpg,"Action, Sci-Fi, Comedy, Ecchi",2015.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1909,Kusatta Kyoushi no Houteishiki,https://myanimelist.cdn-dena.com/images/anime/10/49929.jpg,"Comedy, Romance, Shounen Ai",1994.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7060,Ring of Gundam,https://myanimelist.cdn-dena.com/images/anime/4/16688.jpg,"Sci-Fi, Space, Mecha",2009.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
34712,Kujira no Kora wa Sajou ni Utau,https://myanimelist.cdn-dena.com/images/anime/4/86661.jpg,"Drama, Fantasy, Mystery, Sci-Fi, Shoujo",2017.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1192,Kakurenbo,https://myanimelist.cdn-dena.com/images/anime/10/18917.jpg,"Horror, Psychological, Supernatural",2004.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33473,Tokyo Futago Athletic,https://myanimelist.cdn-dena.com/images/anime/5/80482.jpg,"Comedy, Sports",2016.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22655,Nerawareta Megami Tenshi Angeltia: Mamotta Ningentachi ni Uragirarete,https://myanimelist.cdn-dena.com/images/anime/3/62355.jpg,Hentai,2014.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20359,Yamada-kun to 7-nin no Majo,https://myanimelist.cdn-dena.com/images/anime/8/58865.jpg,"Comedy, School, Shounen, Supernatural",2013.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,Seikai no Monshou,https://myanimelist.cdn-dena.com/images/anime/13/5524.jpg,"Action, Military, Sci-Fi, Space, Romance",1998.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
34928,Akindo Sei no Little Peso,https://myanimelist.cdn-dena.com/images/anime/7/84307.jpg,"Sci-Fi, Comedy",2017.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35376,Himouto! Umaru-chan R,https://myanimelist.cdn-dena.com/images/anime/10/89671.jpg,"Comedy, School, Seinen, Slice of Life",2017.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8443,Mahou no Star Magical Emi: Semishigure,https://myanimelist.cdn-dena.com/images/anime/11/46131.jpg,"Comedy, Magic, Shoujo",1986.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33486,Boku no Hero Academia 2nd Season,https://myanimelist.cdn-dena.com/images/anime/12/85221.jpg,"Action, Comedy, Super Power, School, Shounen",2017.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5259,Rance: Sabaku no Guardian,https://myanimelist.cdn-dena.com/images/anime/7/31121.jpg,"Fantasy, Hentai, Magic",1994.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8101,HenSemi,https://myanimelist.cdn-dena.com/images/anime/5/24971.jpg,"Comedy, Ecchi, Seinen",2010.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5332,Toshokan Sensou: Koi no Shougai,https://myanimelist.cdn-dena.com/images/anime/3/36961.jpg,"Action, Military, Comedy, Drama, Romance",2008.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
463,One Piece Movie 5: Norowareta Seiken,https://myanimelist.cdn-dena.com/images/anime/2/25413.jpg,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen",2004.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
267,Gungrave,https://myanimelist.cdn-dena.com/images/anime/11/75724.jpg,"Action, Drama, Sci-Fi, Seinen, Super Power",2003.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
981,Ichigo 100% OVA,https://myanimelist.cdn-dena.com/images/anime/3/23595.jpg,"Comedy, Ecchi, Harem, Romance, School, Shounen",2005.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
185,Initial D First Stage,https://myanimelist.cdn-dena.com/images/anime/13/6801.jpg,"Action, Cars, Drama, Seinen, Sports",1998.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
758,RahXephon: Pluralitas Concentio,https://myanimelist.cdn-dena.com/images/anime/6/75169.jpg,"Action, Drama, Mecha, Psychological, Romance, Sci-Fi",2003.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
3989,Suna no Bara: Yuki no Mokushiroku,https://myanimelist.cdn-dena.com/images/anime/13/7192.jpg,Action,1993.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6567,Urusei Yatsura: The Shougaibutsu Suieitaikai,https://myanimelist.cdn-dena.com/images/anime/13/38671.jpg,"Action, Sci-Fi, Comedy, Romance, School",2008.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4280,Kara no Kyoukai 4: Garan no Dou,https://myanimelist.cdn-dena.com/images/anime/9/21736.jpg,"Action, Mystery, Supernatural, Thriller",2008.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23249,Uchuu Senkan Yamato 2199: Hoshimeguru Hakobune,https://myanimelist.cdn-dena.com/images/anime/2/67623.jpg,"Action, Military, Sci-Fi, Space, Drama",2014.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1261,Kyattou Ninden Teyandee,https://myanimelist.cdn-dena.com/images/anime/3/68421.jpg,"Action, Comedy, Mecha, Super Power, Sci-Fi, Shounen",1990.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
33755,Ma Shen,https://myanimelist.cdn-dena.com/images/anime/6/81481.jpg,"Game, Drama",2016.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36790,Ling Yu 2nd Season,https://myanimelist.cdn-dena.com/images/anime/13/88949.jpg,Fantasy,2016.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33457,Gakuen Handsome Special,https://myanimelist.cdn-dena.com/images/anime/2/80453.jpg,"Comedy, Parody, School, Shounen Ai",2016.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,Fantastic Children,https://myanimelist.cdn-dena.com/images/anime/9/77062.jpg,"Adventure, Fantasy, Mystery, Romance, Sci-Fi",2004.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32030,MEMORiES MELODiES,https://myanimelist.cdn-dena.com/images/anime/1792/91719.jpg,Music,2015.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8424,MM!,https://myanimelist.cdn-dena.com/images/anime/8/85871.jpg,"Harem, Comedy, Ecchi, School",2010.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3910,Kyuukyoku no Sex Adventure Kamasutra,https://myanimelist.cdn-dena.com/images/anime/7/70453.jpg,"Action, Comedy, Romance, Hentai, Supernatural",1992.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3991,Mahou Shoujo-tai Arusu the Adventure,https://myanimelist.cdn-dena.com/images/anime/10/57289.jpg,"Adventure, Comedy, Fantasy, Magic",2007.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7122,Dai Yamato Zero-gou,https://myanimelist.cdn-dena.com/images/anime/3/16691.jpg,"Sci-Fi, Space",2004.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9308,Oni Chichi 2,https://myanimelist.cdn-dena.com/images/anime/2/25819.jpg,Hentai,2010.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33798,Cheer Danshi!! Recap,https://myanimelist.cdn-dena.com/images/anime/9/81428.jpg,"Sports, School",2016.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1889,Higurashi no Naku Koro ni Kai,https://myanimelist.cdn-dena.com/images/anime/12/14114.jpg,"Mystery, Psychological, Supernatural, Thriller",2007.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19671,Free!: FrFr - Short Movie,https://myanimelist.cdn-dena.com/images/anime/3/55083.jpg,"Comedy, Sports",2013.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
34848,Saga-ken wo Meguru Animation (2017),https://myanimelist.cdn-dena.com/images/anime/4/84680.jpg,Slice of Life,2017.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8547,Dr. Slump Movie 05: Arale-chan Hoyoyo! Yume no Miyako Mechapolis,https://myanimelist.cdn-dena.com/images/anime/4/23175.jpg,"Comedy, Sci-Fi, Shounen",1985.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29871,Shinsei Kamattechan,https://myanimelist.cdn-dena.com/images/anime/6/71873.jpg,"Music, Sci-Fi",2011.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30585,Taifuu no Noruda,https://myanimelist.cdn-dena.com/images/anime/8/73450.jpg,"Drama, School, Sci-Fi, Supernatural",2015.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,Zettai Shounen,https://myanimelist.cdn-dena.com/images/anime/12/4905.jpg,"Fantasy, Drama, Mystery, Sci-Fi, Shounen",2005.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14583,Rinne no Lagrange Specials,https://myanimelist.cdn-dena.com/images/anime/13/39747.jpg,Comedy,2012.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851,Kyou kara Ore wa!!,https://myanimelist.cdn-dena.com/images/anime/2/43779.jpg,"Comedy, Shounen",1992.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15199,Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu,https://myanimelist.cdn-dena.com/images/anime/12/72698.jpg,"Action, Mecha, Military",2015.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5957,Nyoro-n Churuya-san,https://myanimelist.cdn-dena.com/images/anime/12/56637.jpg,Comedy,2009.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29786,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,https://myanimelist.cdn-dena.com/images/anime/6/75106.jpg,"Comedy, Ecchi, School",2015.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,Mobile Suit Victory Gundam,https://myanimelist.cdn-dena.com/images/anime/6/9993.jpg,"Military, Sci-Fi, Space, Drama, Mecha",1993.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5684,Fresh Precure!,https://myanimelist.cdn-dena.com/images/anime/9/21267.jpg,"Action, Slice of Life, Fantasy, Magic, Comedy, Shoujo",2009.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
33342,Ari to Kirigirisu,https://myanimelist.cdn-dena.com/images/anime/13/80260.jpg,"Kids, Music",1962.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22745,Brothers Conflict Special,https://myanimelist.cdn-dena.com/images/anime/3/59141.jpg,"Harem, Romance, Shoujo",2014.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30132,Etsuraku no Tane The Animation,https://myanimelist.cdn-dena.com/images/anime/5/72146.jpg,Hentai,2015.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
971,Astro Boy: Tetsuwan Atom,https://myanimelist.cdn-dena.com/images/anime/9/57323.jpg,"Action, Sci-Fi, Adventure, Super Power, Kids, Mecha, Shounen",2003.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1602,Soukou no Strain,https://myanimelist.cdn-dena.com/images/anime/7/75409.jpg,"Drama, Ecchi, Mecha, Military, Sci-Fi, Space",2006.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3424,Porphy no Nagai Tabi,https://myanimelist.cdn-dena.com/images/anime/11/5585.jpg,"Drama, Historical, Kids, Slice of Life",2008.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
6546,Pico: My Little Summer Story,https://myanimelist.cdn-dena.com/images/anime/9/14929.jpg,Yaoi,2007.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,Fushigi Yuugi: Eikouden,https://myanimelist.cdn-dena.com/images/anime/11/67701.jpg,"Adventure, Fantasy, Romance, Drama, Shoujo",2001.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8792,Madobe Nanami no Windows 7 de PC Jisaku Ouen Commercial!!,https://myanimelist.cdn-dena.com/images/anime/7/24272.jpg,Comedy,2010.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9159,Kaibutsu Oujo (OVA),https://myanimelist.cdn-dena.com/images/anime/12/27643.jpg,"Action, Comedy, Horror, Supernatural, Shounen",2010.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1313,Digimon Adventure 02,https://myanimelist.cdn-dena.com/images/anime/8/20360.jpg,"Action, Adventure, Comedy, Drama, Fantasy, Kids",2000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23157,Kaze no Invitation,https://myanimelist.cdn-dena.com/images/anime/9/60081.jpg,"Magic, Music",1999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2719,MapleStory,https://myanimelist.cdn-dena.com/images/anime/3/4868.jpg,"Action, Kids, Fantasy, Comedy, Romance",2007.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
3750,Maria-sama ga Miteru 4th,https://myanimelist.cdn-dena.com/images/anime/4/75206.jpg,"School, Shoujo, Shoujo Ai, Slice of Life",2009.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3361,UFO Senshi Dai Apolon,https://myanimelist.cdn-dena.com/images/anime/13/55187.jpg,"Action, Sci-Fi, Mecha",1976.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
34542,Inuyashiki,https://myanimelist.cdn-dena.com/images/anime/7/88471.jpg,"Action, Drama, Psychological, Sci-Fi, Seinen",2017.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
